expediente_mayo,expediente_septiembre,estado_procesal_mayo,estado_procesal_septiembre,cambio_status
PFC.ODF.B.3/002132-2023,PFC.ODF.B.3/002132-2023,"En Trámite",Conciliada,Cambio
PFC.ODF.B.3/002134-2023,PFC.ODF.B.3/002134-2023,"En Trámite",Conciliada,Cambio
PFC.ODF.B.3/002138-2023,PFC.ODF.B.3/002138-2023,"En Trámite","No Conciliada",Cambio
PFC.ODF.B.3/002148-2023,PFC.ODF.B.3/002148-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002183-2023,PFC.ODF.B.3/002183-2023,"En Trámite",Conciliada,Cambio
PFC.ODF.B.3/002184-2023,PFC.ODF.B.3/002184-2023,"En Trámite",Conciliada,Cambio
PFC.ODF.B.3/002189-2023,PFC.ODF.B.3/002189-2023,"En Trámite",Conciliada,Cambio
PFC.ODF.B.3/002196-2023,PFC.ODF.B.3/002196-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002207-2023,PFC.ODF.B.3/002207-2023,"En Trámite",Conciliada,Cambio
PFC.ODF.B.3/002253-2023,PFC.ODF.B.3/002253-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002256-2023,PFC.ODF.B.3/002256-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002283-2023,PFC.ODF.B.3/002283-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002290-2023,PFC.ODF.B.3/002290-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002304-2023,PFC.ODF.B.3/002304-2023,"En Trámite",Conciliada,Cambio
PFC.ODF.B.3/002316-2023,PFC.ODF.B.3/002316-2023,"En Trámite",Conciliada,Cambio
PFC.ODF.B.3/002320-2023,PFC.ODF.B.3/002320-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002336-2023,PFC.ODF.B.3/002336-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002337-2023,PFC.ODF.B.3/002337-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002360-2023,PFC.ODF.B.3/002360-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002364-2023,PFC.ODF.B.3/002364-2023,"En Trámite","En Trámite","Sin cambio"
PFC.ODF.B.3/002371-2023,PFC.ODF.B.3/002371-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000043-2023,PFC.PDF.B.3/000043-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000105-2023,PFC.PDF.B.3/000105-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000116-2023,PFC.PDF.B.3/000116-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000121-2023,PFC.PDF.B.3/000121-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000154-2023,PFC.PDF.B.3/000154-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000179-2023,PFC.PDF.B.3/000179-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000230-2023,PFC.PDF.B.3/000230-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000268-2023,PFC.PDF.B.3/000268-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000276-2023,PFC.PDF.B.3/000276-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000285-2023,PFC.PDF.B.3/000285-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/000287-2023,PFC.PDF.B.3/000287-2023,"En Trámite","No Conciliada",Cambio
PFC.PDF.B.3/000300-2023,PFC.PDF.B.3/000300-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000318-2023,PFC.PDF.B.3/000318-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000326-2023,PFC.PDF.B.3/000326-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000344-2023,PFC.PDF.B.3/000344-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000347-2023,PFC.PDF.B.3/000347-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000355-2023,PFC.PDF.B.3/000355-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000384-2023,PFC.PDF.B.3/000384-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000386-2023,PFC.PDF.B.3/000386-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000440-2023,PFC.PDF.B.3/000440-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000468-2023,PFC.PDF.B.3/000468-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PDF.B.3/000494-2023,PFC.PDF.B.3/000494-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000544-2023,PFC.PDF.B.3/000544-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000548-2023,PFC.PDF.B.3/000548-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000549-2023,PFC.PDF.B.3/000549-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000573-2023,PFC.PDF.B.3/000573-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000613-2023,PFC.PDF.B.3/000613-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/000631-2023,PFC.PDF.B.3/000631-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/000673-2023,PFC.PDF.B.3/000673-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000702-2023,PFC.PDF.B.3/000702-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000720-2023,PFC.PDF.B.3/000720-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000722-2023,PFC.PDF.B.3/000722-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/000832-2023,PFC.PDF.B.3/000832-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000861-2023,PFC.PDF.B.3/000861-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000871-2023,PFC.PDF.B.3/000871-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000887-2023,PFC.PDF.B.3/000887-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/000889-2023,PFC.PDF.B.3/000889-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/000919-2023,PFC.PDF.B.3/000919-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/001015-2023,PFC.PDF.B.3/001015-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001075-2023,PFC.PDF.B.3/001075-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001081-2023,PFC.PDF.B.3/001081-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001138-2023,PFC.PDF.B.3/001138-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001150-2023,PFC.PDF.B.3/001150-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001156-2023,PFC.PDF.B.3/001156-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001185-2023,PFC.PDF.B.3/001185-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/001193-2023,PFC.PDF.B.3/001193-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/001217-2023,PFC.PDF.B.3/001217-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001242-2023,PFC.PDF.B.3/001242-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/001284-2023,PFC.PDF.B.3/001284-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001298-2023,PFC.PDF.B.3/001298-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/001370-2023,PFC.PDF.B.3/001370-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/001386-2023,PFC.PDF.B.3/001386-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001401-2023,PFC.PDF.B.3/001401-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/001413-2023,PFC.PDF.B.3/001413-2023,"En Trámite",Desistimiento,Cambio
PFC.PDF.B.3/001423-2023,PFC.PDF.B.3/001423-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001447-2023,PFC.PDF.B.3/001447-2023,"En Trámite",Conciliada,Cambio
PFC.PDF.B.3/001514-2023,PFC.PDF.B.3/001514-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001547-2023,PFC.PDF.B.3/001547-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001578-2023,PFC.PDF.B.3/001578-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PDF.B.3/001579-2023,PFC.PDF.B.3/001579-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/000014-2023,PFC.PUE.B.3/000014-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000016-2023,PFC.PUE.B.3/000016-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000021-2023,PFC.PUE.B.3/000021-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000055-2023,PFC.PUE.B.3/000055-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/000074-2023,PFC.PUE.B.3/000074-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.PUE.B.3/000077-2023,PFC.PUE.B.3/000077-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000079-2023,PFC.PUE.B.3/000079-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000122-2023,PFC.PUE.B.3/000122-2023,"En Trámite","No Conciliada",Cambio
PFC.PUE.B.3/000147-2023,PFC.PUE.B.3/000147-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000182-2023,PFC.PUE.B.3/000182-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000190-2023,PFC.PUE.B.3/000190-2023,"En Trámite",Desistimiento,Cambio
PFC.PUE.B.3/000244-2023,PFC.PUE.B.3/000244-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000291-2023,PFC.PUE.B.3/000291-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000323-2023,PFC.PUE.B.3/000323-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/000341-2023,PFC.PUE.B.3/000341-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000380-2023,PFC.PUE.B.3/000380-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.PUE.B.3/000405-2023,PFC.PUE.B.3/000405-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000433-2023,PFC.PUE.B.3/000433-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000435-2023,PFC.PUE.B.3/000435-2023,"En Trámite","No Conciliada",Cambio
PFC.PUE.B.3/000438-2023,PFC.PUE.B.3/000438-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/000478-2023,PFC.PUE.B.3/000478-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/000482-2023,PFC.PUE.B.3/000482-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/000497-2023,PFC.PUE.B.3/000497-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000524-2023,PFC.PUE.B.3/000524-2023,"En Trámite","No Conciliada",Cambio
PFC.PUE.B.3/000530-2023,PFC.PUE.B.3/000530-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/000658-2023,PFC.PUE.B.3/000658-2023,"En Trámite",Desistimiento,Cambio
PFC.PUE.B.3/000752-2023,PFC.PUE.B.3/000752-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/000757-2023,PFC.PUE.B.3/000757-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/000785-2023,PFC.PUE.B.3/000785-2023,"En Trámite",Conciliada,Cambio
PFC.PUE.B.3/001024-2023,PFC.PUE.B.3/001024-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001046-2023,PFC.PUE.B.3/001046-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001070-2023,PFC.PUE.B.3/001070-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001084-2023,PFC.PUE.B.3/001084-2023,"En Trámite",Conciliada,Cambio
PFC.PUE.B.3/001087-2023,PFC.PUE.B.3/001087-2023,Conciliada,Conciliada,"Sin cambio"
PFC.PUE.B.3/001097-2023,PFC.PUE.B.3/001097-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001111-2023,PFC.PUE.B.3/001111-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001129-2023,PFC.PUE.B.3/001129-2023,"En Trámite","No Conciliada",Cambio
PFC.PUE.B.3/001187-2023,PFC.PUE.B.3/001187-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001189-2023,PFC.PUE.B.3/001189-2023,"En Trámite","No Conciliada",Cambio
PFC.PUE.B.3/001210-2023,PFC.PUE.B.3/001210-2023,"En Trámite",Conciliada,Cambio
PFC.PUE.B.3/001238-2023,PFC.PUE.B.3/001238-2023,"En Trámite","No Conciliada",Cambio
PFC.PUE.B.3/001250-2023,PFC.PUE.B.3/001250-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001267-2023,PFC.PUE.B.3/001267-2023,"En Trámite",Conciliada,Cambio
PFC.PUE.B.3/001276-2023,PFC.PUE.B.3/001276-2023,"En Trámite",Conciliada,Cambio
PFC.PUE.B.3/001277-2023,PFC.PUE.B.3/001277-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001287-2023,PFC.PUE.B.3/001287-2023,"En Trámite",Conciliada,Cambio
PFC.PUE.B.3/001291-2023,PFC.PUE.B.3/001291-2023,"En Trámite",Conciliada,Cambio
PFC.PUE.B.3/001298-2023,PFC.PUE.B.3/001298-2023,"En Trámite","No Conciliada",Cambio
PFC.PUE.B.3/001301-2023,PFC.PUE.B.3/001301-2023,"En Trámite","No Conciliada",Cambio
PFC.PUE.B.3/001303-2023,PFC.PUE.B.3/001303-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001309-2023,PFC.PUE.B.3/001309-2023,"En Trámite",Conciliada,Cambio
PFC.PUE.B.3/001323-2023,PFC.PUE.B.3/001323-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001326-2023,PFC.PUE.B.3/001326-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001334-2023,PFC.PUE.B.3/001334-2023,"En Trámite","En Trámite","Sin cambio"
PFC.PUE.B.3/001391-2023,PFC.PUE.B.3/001391-2023,"En Trámite","No conciliada",Cambio
PFC.PUE.B.3/001396-2023,PFC.PUE.B.3/001396-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QRO.B.3/000008-2023,PFC.QRO.B.3/000008-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000021-2023,PFC.QRO.B.3/000021-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000053-2023,PFC.QRO.B.3/000053-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000059-2023,PFC.QRO.B.3/000059-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000060-2023,PFC.QRO.B.3/000060-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000079-2023,PFC.QRO.B.3/000079-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.QRO.B.3/000092-2023,PFC.QRO.B.3/000092-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000101-2023,PFC.QRO.B.3/000101-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000157-2023,PFC.QRO.B.3/000157-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000159-2023,PFC.QRO.B.3/000159-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.QRO.B.3/000182-2023,PFC.QRO.B.3/000182-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000183-2023,PFC.QRO.B.3/000183-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000185-2023,PFC.QRO.B.3/000185-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000192-2023,PFC.QRO.B.3/000192-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.QRO.B.3/000214-2023,PFC.QRO.B.3/000214-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QRO.B.3/000238-2023,PFC.QRO.B.3/000238-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000256-2023,PFC.QRO.B.3/000256-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000264-2023,PFC.QRO.B.3/000264-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000298-2023,PFC.QRO.B.3/000298-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000306-2023,PFC.QRO.B.3/000306-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000328-2023,PFC.QRO.B.3/000328-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000373-2023,PFC.QRO.B.3/000373-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000396-2023,PFC.QRO.B.3/000396-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000417-2023,PFC.QRO.B.3/000417-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000419-2023,PFC.QRO.B.3/000419-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000453-2023,PFC.QRO.B.3/000453-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000492-2023,PFC.QRO.B.3/000492-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000499-2023,PFC.QRO.B.3/000499-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000500-2023,PFC.QRO.B.3/000500-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000504-2023,PFC.QRO.B.3/000504-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000537-2023,PFC.QRO.B.3/000537-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000553-2023,PFC.QRO.B.3/000553-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000575-2023,PFC.QRO.B.3/000575-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.QRO.B.3/000585-2023,PFC.QRO.B.3/000585-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QRO.B.3/000594-2023,PFC.QRO.B.3/000594-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000598-2023,PFC.QRO.B.3/000598-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000622-2023,PFC.QRO.B.3/000622-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000626-2023,PFC.QRO.B.3/000626-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000642-2023,PFC.QRO.B.3/000642-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000655-2023,PFC.QRO.B.3/000655-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QRO.B.3/000688-2023,PFC.QRO.B.3/000688-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000692-2023,PFC.QRO.B.3/000692-2023,"En Trámite","No Conciliada",Cambio
PFC.QRO.B.3/000713-2023,PFC.QRO.B.3/000713-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000729-2023,PFC.QRO.B.3/000729-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000733-2023,PFC.QRO.B.3/000733-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000746-2023,PFC.QRO.B.3/000746-2023,"En Trámite","No Conciliada",Cambio
PFC.QRO.B.3/000755-2023,PFC.QRO.B.3/000755-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000759-2023,PFC.QRO.B.3/000759-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000779-2023,PFC.QRO.B.3/000779-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000781-2023,PFC.QRO.B.3/000781-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QRO.B.3/000784-2023,PFC.QRO.B.3/000784-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000827-2023,PFC.QRO.B.3/000827-2023,"En Trámite",Desistimiento,Cambio
PFC.QRO.B.3/000835-2023,PFC.QRO.B.3/000835-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QRO.B.3/000857-2023,PFC.QRO.B.3/000857-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000868-2023,PFC.QRO.B.3/000868-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000896-2023,PFC.QRO.B.3/000896-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QRO.B.3/000927-2023,PFC.QRO.B.3/000927-2023,"En Trámite",Conciliada,Cambio
PFC.QRO.B.3/000950-2023,PFC.QRO.B.3/000950-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QRO.B.3/000954-2023,PFC.QRO.B.3/000954-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000011-2023,PFC.QUR.B.3/000011-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000031-2023,PFC.QUR.B.3/000031-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QUR.B.3/000040-2023,PFC.QUR.B.3/000040-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QUR.B.3/000079-2023,PFC.QUR.B.3/000079-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.QUR.B.3/000086-2023,PFC.QUR.B.3/000086-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QUR.B.3/000089-2023,PFC.QUR.B.3/000089-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QUR.B.3/000115-2023,PFC.QUR.B.3/000115-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000124-2023,PFC.QUR.B.3/000124-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QUR.B.3/000126-2023,PFC.QUR.B.3/000126-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.QUR.B.3/000131-2023,PFC.QUR.B.3/000131-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.QUR.B.3/000144-2023,PFC.QUR.B.3/000144-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QUR.B.3/000152-2023,PFC.QUR.B.3/000152-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.QUR.B.3/000168-2023,PFC.QUR.B.3/000168-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000219-2023,PFC.QUR.B.3/000219-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000259-2023,PFC.QUR.B.3/000259-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QUR.B.3/000287-2023,PFC.QUR.B.3/000287-2023,"En Trámite","No Conciliada",Cambio
PFC.QUR.B.3/000313-2023,PFC.QUR.B.3/000313-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.QUR.B.3/000321-2023,PFC.QUR.B.3/000321-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000339-2023,PFC.QUR.B.3/000339-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000360-2023,PFC.QUR.B.3/000360-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QUR.B.3/000371-2023,PFC.QUR.B.3/000371-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000489-2023,PFC.QUR.B.3/000489-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000498-2023,PFC.QUR.B.3/000498-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000504-2023,PFC.QUR.B.3/000504-2023,Conciliada,Conciliada,"Sin cambio"
PFC.QUR.B.3/000524-2023,PFC.QUR.B.3/000524-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000533-2023,PFC.QUR.B.3/000533-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000555-2023,PFC.QUR.B.3/000555-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000583-2023,PFC.QUR.B.3/000583-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000607-2023,PFC.QUR.B.3/000607-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000636-2023,PFC.QUR.B.3/000636-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000640-2023,PFC.QUR.B.3/000640-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000644-2023,PFC.QUR.B.3/000644-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000688-2023,PFC.QUR.B.3/000688-2023,"En Trámite",Desistimiento,Cambio
PFC.QUR.B.3/000694-2023,PFC.QUR.B.3/000694-2023,"En Trámite","No Conciliada",Cambio
PFC.QUR.B.3/000698-2023,PFC.QUR.B.3/000698-2023,"En Trámite","No Conciliada",Cambio
PFC.QUR.B.3/000701-2023,PFC.QUR.B.3/000701-2023,"En Trámite",Desistimiento,Cambio
PFC.QUR.B.3/000704-2023,PFC.QUR.B.3/000704-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000716-2023,PFC.QUR.B.3/000716-2023,"En Trámite","No Conciliada",Cambio
PFC.QUR.B.3/000744-2023,PFC.QUR.B.3/000744-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000763-2023,PFC.QUR.B.3/000763-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000780-2023,PFC.QUR.B.3/000780-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000787-2023,PFC.QUR.B.3/000787-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000793-2023,PFC.QUR.B.3/000793-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000804-2023,PFC.QUR.B.3/000804-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000805-2023,PFC.QUR.B.3/000805-2023,"En Trámite",Conciliada,Cambio
PFC.QUR.B.3/000809-2023,PFC.QUR.B.3/000809-2023,"En Trámite","En Trámite","Sin cambio"
PFC.QUR.B.3/000810-2023,PFC.QUR.B.3/000810-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000029-2023,PFC.REY.B.3/000029-2023,Conciliada,Conciliada,"Sin cambio"
PFC.REY.B.3/000047-2023,PFC.REY.B.3/000047-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.REY.B.3/000096-2023,PFC.REY.B.3/000096-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.REY.B.3/000102-2023,PFC.REY.B.3/000102-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000119-2023,PFC.REY.B.3/000119-2023,Conciliada,Conciliada,"Sin cambio"
PFC.REY.B.3/000121-2023,PFC.REY.B.3/000121-2023,"En Trámite","En Trámite","Sin cambio"
